Violation #,Track ID,Vehicle Type,Speed (km/h),Speed Limit,Over By,Direction,Timestamp,Frame,Full Frame Path,Plate Path,Plate Text
1,1,car,55.0,1.0,+54.0,approaching,2025-12-24 13:36:16,131,../data/outputs/diagonal_demo/snapshots/violation_001/full_frame.jpg,../data/outputs/diagonal_demo/snapshots/violation_001/plate.jpg,FEI
