Violation #,Track ID,Vehicle Type,Speed (km/h),Speed Limit,Over By,Direction,Timestamp,Frame,Full Frame Path,Plate Path,Plate Text
1,1,car,80.1,1.0,+79.1,approaching,2025-12-24 13:36:04,163,../data/outputs/side_view_demo/snapshots/violation_001/full_frame.jpg,../data/outputs/side_view_demo/snapshots/violation_001/plate.jpg,PGPFV3G3
